epoch,step,train_loss_epoch,train_loss_step
9,1509,,1.1304393410682678e-05
9,1519,,1.2987293303012848e-05
9,1529,,1.1541880667209625e-05
9,1539,,9.591691195964813e-06
9,1549,,1.1276453733444214e-05
9,1559,,9.974464774131775e-06
9,1569,,9.226612746715546e-06
9,1579,,1.0184943675994873e-05
9,1579,1.0607032891130075e-05,
10,1589,,8.872710168361664e-06
10,1599,,8.8447704911232e-06
10,1609,,8.942559361457825e-06
10,1619,,9.73232090473175e-06
10,1629,,1.0687857866287231e-05
10,1639,,7.382594048976898e-06
10,1649,,1.0650604963302612e-05
10,1659,,8.015893399715424e-06
10,1669,,9.817071259021759e-06
10,1679,,7.873401045799255e-06
10,1689,,8.855946362018585e-06
10,1699,,8.391216397285461e-06
10,1709,,8.004717528820038e-06
10,1719,,9.892508387565613e-06
10,1729,,7.50366598367691e-06
10,1737,8.68946335685905e-06,
11,1739,,8.616596460342407e-06
11,1749,,6.953254342079163e-06
11,1759,,7.145106792449951e-06
11,1769,,8.284114301204681e-06
11,1779,,7.024034857749939e-06
11,1789,,7.304362952709198e-06
11,1799,,7.081776857376099e-06
11,1809,,8.884817361831665e-06
11,1819,,8.28225165605545e-06
11,1829,,7.747672498226166e-06
11,1839,,6.788410246372223e-06
11,1849,,6.792135536670685e-06
11,1859,,6.547197699546814e-06
11,1869,,6.391666829586029e-06
11,1879,,8.346512913703918e-06
11,1889,,5.631707608699799e-06
11,1895,7.215840014396235e-06,
12,1899,,6.90016895532608e-06
12,1909,,5.731359124183655e-06
12,1919,,7.27921724319458e-06
12,1929,,6.637535989284515e-06
12,1939,,7.458031177520752e-06
12,1949,,6.1746686697006226e-06
12,1959,,7.039867341518402e-06
12,1969,,5.933456122875214e-06
12,1979,,5.816109478473663e-06
12,1989,,6.317161023616791e-06
12,1999,,4.569999873638153e-06
12,2009,,6.188638508319855e-06
12,2019,,6.712973117828369e-06
12,2029,,5.702488124370575e-06
12,2039,,5.261041224002838e-06
12,2049,,5.966983735561371e-06
12,2053,6.055683570593828e-06,
13,2059,,4.699453711509705e-06
13,2069,,6.532296538352966e-06
13,2079,,4.037283360958099e-06
13,2089,,5.677342414855957e-06
13,2099,,4.51505184173584e-06
13,2109,,4.990957677364349e-06
13,2119,,4.678033292293549e-06
13,2129,,5.260109901428223e-06
13,2139,,5.003996193408966e-06
13,2149,,4.957430064678192e-06
13,2159,,5.727633833885193e-06
13,2169,,4.871748387813568e-06
13,2179,,4.977919161319733e-06
13,2189,,4.3995678424835205e-06
13,2199,,5.531124770641327e-06
13,2209,,5.023553967475891e-06
13,2211,5.1467359298840165e-06,
14,2219,,4.970468580722809e-06
14,2229,,4.774890840053558e-06
14,2239,,6.183981895446777e-06
14,2249,,4.309229552745819e-06
14,2259,,4.289671778678894e-06
14,2269,,4.716217517852783e-06
14,2279,,6.163492798805237e-06
14,2289,,4.297122359275818e-06
14,2299,,3.604218363761902e-06
14,2309,,3.9460137486457825e-06
14,2319,,3.9869919419288635e-06
14,2329,,4.004687070846558e-06
14,2339,,3.4570693969726562e-06
14,2349,,4.101544618606567e-06
14,2359,,4.36883419752121e-06
14,2369,,4.387460649013519e-06
14,2369,4.40656458522426e-06,
15,2379,,4.257075488567352e-06
15,2389,,3.77558171749115e-06
15,2399,,4.719942808151245e-06
15,2409,,3.730878233909607e-06
15,2419,,3.982335329055786e-06
15,2429,,3.8929283618927e-06
15,2439,,3.846362233161926e-06
15,2449,,3.63960862159729e-06
15,2459,,3.446824848651886e-06
15,2469,,3.8603320717811584e-06
15,2479,,3.403984010219574e-06
15,2489,,4.083849489688873e-06
15,2499,,3.7495046854019165e-06
15,2509,,3.5660341382026672e-06
15,2519,,3.6424025893211365e-06
15,2527,3.824057785095647e-06,
16,2529,,3.0761584639549255e-06
16,2539,,3.160908818244934e-06
16,2549,,4.0940940380096436e-06
16,2559,,3.1925737857818604e-06
16,2569,,3.254041075706482e-06
16,2579,,3.462657332420349e-06
16,2589,,3.225170075893402e-06
16,2599,,3.2102689146995544e-06
16,2609,,3.3462420105934143e-06
16,2619,,3.4403055906295776e-06
16,2629,,2.794899046421051e-06
16,2639,,3.789551556110382e-06
16,2649,,3.507360816001892e-06
16,2659,,3.88268381357193e-06
16,2669,,4.211440682411194e-06
16,2679,,3.5511329770088196e-06
16,2685,3.3372882626281353e-06,
17,2689,,2.9364600777626038e-06
17,2699,,2.755783498287201e-06
17,2709,,3.252178430557251e-06
17,2719,,2.732500433921814e-06
17,2729,,2.5099143385887146e-06
17,2739,,3.0463561415672302e-06
17,2749,,2.808868885040283e-06
17,2759,,3.168359398841858e-06
17,2769,,2.7334317564964294e-06
17,2779,,2.773478627204895e-06
17,2789,,2.668239176273346e-06
17,2799,,4.441477358341217e-06
17,2809,,2.660788595676422e-06
17,2819,,2.823770046234131e-06
17,2829,,2.6728957891464233e-06
17,2839,,3.016553819179535e-06
17,2843,2.9380692012637155e-06,
18,2849,,2.571381628513336e-06
18,2859,,2.658925950527191e-06
18,2869,,2.8247013688087463e-06
18,2879,,2.7921050786972046e-06
18,2889,,2.2901222109794617e-06
18,2899,,2.3618340492248535e-06
18,2909,,2.942979335784912e-06
18,2919,,2.152286469936371e-06
18,2929,,2.6207417249679565e-06
18,2939,,3.098510205745697e-06
18,2949,,2.5723129510879517e-06
18,2959,,2.522021532058716e-06
18,2969,,3.030523657798767e-06
18,2979,,2.5471672415733337e-06
18,2989,,2.444721758365631e-06
18,2999,,2.695247530937195e-06
18,3001,2.611169065858121e-06,
19,3009,,1.9511207938194275e-06
19,3019,,2.0135194063186646e-06
19,3029,,2.493150532245636e-06
19,3039,,2.3962929844856262e-06
19,3049,,2.603977918624878e-06
19,3059,,2.4884939193725586e-06
19,3069,,2.43261456489563e-06
19,3079,,2.5099143385887146e-06
19,3089,,2.310611307621002e-06
19,3099,,2.6011839509010315e-06
19,3109,,2.2100284695625305e-06
19,3119,,2.339482307434082e-06
19,3129,,2.598389983177185e-06
19,3139,,2.2547319531440735e-06
19,3149,,1.8598511815071106e-06
19,3159,,2.5033950805664062e-06
19,3159,2.327657966816332e-06,
